,topic,title,date,events,id,sentence,clause,dateText,exactDate,paragraphNo,realDate,lengthDate,endDate,url
0,HOLLY BOBO,New Sex Offender Named In Holly Bobo Murder Case,2008-01-01 00:00:00+00:00,arrest,33,"Britt was arrested ten months after Bobo disappeared, and indicted for a 2008 kidnapping and rape of another woman who lived two counties away.",Britt was arrested ten months after and indicted for a 2008 kidnapping and rape of another woman who,2008,FALSE,23,TRUE,365 days,2008-12-31 00:00:00+00:00,https://radaronline.com/videos/holly-bobo-murder-sex-offender/
1,HOLLY BOBO,Holly Bobo Murder Trial -- Jury Confronts Graphic Photos Of ‘Skeletal Remains’ In Rape & Kidnap Case,2011-01-01 00:00:00+00:00,kidnap,16,"The 20-year-old nursing student was kidnapped from her garage in 2011, leaving behind a trail of blood.",The 20 year old nursing student was kidnapped from garage in 2011,2011,FALSE,7,TRUE,365 days,2012-01-01 00:00:00+00:00,https://radaronline.com/videos/holly-bobo-murder-trial-jury-graphic-photos-skeletal-remains-rape-kidnap/
2,HOLLY BOBO,[VIDEO] Holly Bobo Murder Trial Livestream -- Zachary Adams In Court,2011-04-01 00:00:00+00:00,snatch,14,"Adams has been charged with felony kidnap, rape and first degree murder of the 20-year-old Tennessee nursing student who was snatched from her house in April 2011.",was snatched from house in April 2011,Apr-11,FALSE,9,TRUE,30 days,2011-05-01 00:00:00+00:00,https://radaronline.com/exclusives/2017/06/holly-bobo-murder-trial-livestream-video-zachary-adams-court-rape-kidnap-murder/
3,HOLLY BOBO,Holly Bobo Murder Suspect -- Jason Autry On Drugs During Rape & Kidnap,2011-04-13 00:00:00+00:00,see,25,"Bobo, 20, a nursing student, was taken from her Tennessee home on April 13, 2011 by a man in a camouflage outfit and was never seen again. ",Bobo 20 a nursing student was taken from Tennessee home on April 13 2011 by a man in a camouflage outfit and was never seen again,April 13 2011,FALSE,12,TRUE,7 days,2011-04-20 00:00:00+00:00,https://radaronline.com/exclusives/2017/06/holly-bobo-murder-suspect-jason-autry-drugs-rape-kidnap-tennessee-nurse-trial/
4,HOLLY BOBO,Holly Bobo Murder Trial -- Jury Confronts Graphic Photos Of ‘Skeletal Remains’ In Rape & Kidnap Case,2014-01-01 00:00:00+00:00,find,19,Bobo's decayed remains were found in the woods in 2014 by hunters.,Bobo decayed remains were found in the woods in 2014 by hunters,2014,FALSE,15,TRUE,365 days,2015-01-01 00:00:00+00:00,https://radaronline.com/videos/holly-bobo-murder-trial-jury-graphic-photos-skeletal-remains-rape-kidnap/
5,HOLLY BOBO,Holly Bobo Murder Trial -- Jury Confronts Graphic Photos Of ‘Skeletal Remains’ In Rape & Kidnap Case,2017-04-28 00:00:00+00:00,charge,17,"Zachary Adams is one of three men charged with kidnapping, rape and first degree murder in the gruesome crime that rocked the little town.",Zachary Adams is one of three men charged with kidnapping rape and first degree murder in the gruesome crime that,0,FALSE,9,FALSE,,,https://radaronline.com/videos/holly-bobo-murder-trial-jury-graphic-photos-skeletal-remains-rape-kidnap/
6,HOLLY BOBO,Holly Bobo Murder Trial -- Jury Confronts Graphic Photos Of ‘Skeletal Remains’ In Rape & Kidnap Case,2017-04-28 00:00:00+00:00,claim,18,"Secret Children, Rehab & Rape Claims: What To Expect On The New Season of 'Teen Mom OG'",Secret Children Rehab Rape Claims What,0,FALSE,11,FALSE,,,https://radaronline.com/videos/holly-bobo-murder-trial-jury-graphic-photos-skeletal-remains-rape-kidnap/
7,HOLLY BOBO,Holly Bobo Murder Trial -- Jury Confronts Graphic Photos Of ‘Skeletal Remains’ In Rape & Kidnap Case,2017-04-28 00:00:00+00:00,call,22,"Email us at tips@radaronline.com, or call us at (866) ON-RADAR (667-2327) ",Email us at or call us at 866 ON RADAR,0,FALSE,25,FALSE,,,https://radaronline.com/videos/holly-bobo-murder-trial-jury-graphic-photos-skeletal-remains-rape-kidnap/
8,HOLLY BOBO,Holly Bobo Murder Suspect -- Jason Autry On Drugs During Rape & Kidnap,2017-06-22 00:00:00+00:00,accuse,23,"One of the suspects accused of the felony rape and murder of Holly Bobo may be getting a plea deal, but his family spoke exclusively to RadarOnline.com and revealed that drugs may have been a factor in the heinous crime.",One of the suspects accused of the felony rape and murder of Holly Bobo may be getting a plea deal,0,FALSE,4,FALSE,,,https://radaronline.com/exclusives/2017/06/holly-bobo-murder-suspect-jason-autry-drugs-rape-kidnap-tennessee-nurse-trial/
9,HOLLY BOBO,New Sex Offender Named In Holly Bobo Murder Case,2017-08-18 00:00:00+00:00,question,31,"The Tennessee Bureau of Investigation raided Britt's home following Bobo's disappearance, and questioned him about the incident. ",The Tennessee Bureau of Investigation raided Britt home following Bobo disappearance and questioned him about the incident,0,FALSE,17,FALSE,,,https://radaronline.com/videos/holly-bobo-murder-sex-offender/
